question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
324,MCQ,56-year-old develops discomfort in the right groin 3 days after diagnostic catheterization and has a loud continuous femoral bruit. What test should be ordered next?,Complete lower-extremity angiogram,CT scan of the pelvis,Ultrasound evaluation of the right groin,No work-up needed,,,C,C — Ultrasound evaluation of the right groin,A new post-cath femoral bruit suggests AV fistula or pseudoaneurysm; duplex ultrasound is first-line.,A new post-cath femoral bruit suggests AV fistula or pseudoaneurysm; duplex ultrasound is first-line.,"Correct answer: C — Ultrasound evaluation of the right groin. A new post-cath femoral bruit suggests AV fistula or pseudoaneurysm; duplex ultrasound is first-line. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Cath complications
325,MCQ,"Acute inferior MI with BP 90/60, JVP 16 cm H2O rising with inspiration, and clear lungs. Appropriate low-BP treatment should include:",IV bolus of normal saline,Normal saline and dobutamine infusion if BP is still low,IV Lasix,Norepinephrine infusion,,,B,B — Normal saline and dobutamine infusion if BP is still low,This is RV infarction; preload support with fluids and inotropy if needed is appropriate.,This is RV infarction; preload support with fluids and inotropy if needed is appropriate.,"Correct answer: B — Normal saline and dobutamine infusion if BP is still low. This is RV infarction; preload support with fluids and inotropy if needed is appropriate. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",ACS/RV infarct
326,MCQ,In which HFrEF patient is coronary angiography most clearly indicated?,"52-year-old with EF 30%, diabetes, and angina on walking one block","63-year-old with prior STEMI, scar, no reversible ischemia, EF 30%, dyspnea","22-year-old with HF, EF 10%, severely dilated LV",None of the above,,,A,"A — 52-year-old with EF 30%, diabetes, and angina on walking one block","In HFrEF, angiography is clearly indicated when symptomatic angina suggests active ischemia.","In HFrEF, angiography is clearly indicated when symptomatic angina suggests active ischemia.","Correct answer: A — 52-year-old with EF 30%, diabetes, and angina on walking one block. In HFrEF, angiography is clearly indicated when symptomatic angina suggests active ischemia. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Heart failure/Ischemia
327,MCQ,"40-year-old woman with pulmonary edema, severe hypertension history, and prior flash pulmonary edema on multidrug therapy. Initial diagnosis?",Pseudohypertension,Primary hyperaldosteronism,Renovascular hypertension,Coarctation of aorta,,,C,C — Renovascular hypertension,Recurrent flash pulmonary edema with severe resistant hypertension suggests bilateral renovascular disease.,Recurrent flash pulmonary edema with severe resistant hypertension suggests bilateral renovascular disease.,"Correct answer: C — Renovascular hypertension. Recurrent flash pulmonary edema with severe resistant hypertension suggests bilateral renovascular disease. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension
328,MCQ,Which best describes the action of ACE?,Promotes degradation of angiotensin II,Directly stimulates aldosterone synthesis,Stimulates norepinephrine production,Converts angiotensin I to angiotensin II,All of the above,,D,D — Converts angiotensin I to angiotensin II,ACE converts angiotensin I to angiotensin II and also degrades bradykinin.,ACE converts angiotensin I to angiotensin II and also degrades bradykinin.,"Correct answer: D — Converts angiotensin I to angiotensin II. ACE converts angiotensin I to angiotensin II and also degrades bradykinin. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",RAAS
329,MCQ,Aortic-valve endocarditis with constitutional symptoms should prompt GI investigation if which organism is isolated?,Haemophilus parainfluenzae,Cardiobacterium hominis,Streptococcus bovis,Enterococcus faecalis,Coagulase-negative staphylococci,,C,C — Streptococcus bovis,S. bovis endocarditis is strongly associated with colonic neoplasia and warrants colonoscopy.,S. bovis endocarditis is strongly associated with colonic neoplasia and warrants colonoscopy.,"Correct answer: C — Streptococcus bovis. S. bovis endocarditis is strongly associated with colonic neoplasia and warrants colonoscopy. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Endocarditis
330,MCQ,Woman with prior mediastinal radiotherapy for lymphoma has breathlessness. Which is unlikely to be a cardiac cause?,Constrictive pericarditis,Aortic regurgitation,Severe left-main coronary stenosis,Complete heart block,Pulmonary regurgitation,,E,E — Pulmonary regurgitation,"Mediastinal radiation commonly affects pericardium, aortic valve, coronaries, and conduction system—not isolated pulmonary valve disease.","Mediastinal radiation commonly affects pericardium, aortic valve, coronaries, and conduction system-not isolated pulmonary valve disease.","Correct answer: E — Pulmonary regurgitation. Mediastinal radiation commonly affects pericardium, aortic valve, coronaries, and conduction system-not isolated pulmonary valve disease. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardio-oncology
331,MCQ,Post-mastectomy/radiation patient is dyspneic and hypotensive with pulsus paradoxus. Echocardiography will most likely show:,Akinesis of LAD territory,Thickened pericardium,Large pericardial effusion,Large globally hypokinetic LV,,,C,C — Large pericardial effusion,Pulsus paradoxus in this context strongly suggests tamponade from a large pericardial effusion.,Pulsus paradoxus in this context strongly suggests tamponade from a large pericardial effusion.,"Correct answer: C — Large pericardial effusion. Pulsus paradoxus in this context strongly suggests tamponade from a large pericardial effusion. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
332,MCQ,"A 28-year-old with progressive dyspnea, elevated JVP that rises with inspiration, and a sharp early-diastolic sound most likely has:",Right ventricular infarction,Tricuspid stenosis,Constrictive pericarditis,Restrictive cardiomyopathy,,,C,C — Constrictive pericarditis,Kussmaul sign with a pericardial knock indicates constrictive pericarditis.,Kussmaul sign with a pericardial knock indicates constrictive pericarditis.,"Correct answer: C — Constrictive pericarditis. Kussmaul sign with a pericardial knock indicates constrictive pericarditis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
333,MCQ,Biologic actions of ANP and BNP include which of the following?,Inhibition of natriuresis,Activation of the renin-angiotensin-aldosterone system,Pro-fibrotic action,Vasodilatation,Inhibition of guanylate cyclase,,D,D — Vasodilatation,"ANP/BNP cause vasodilation, natriuresis, and RAAS inhibition via particulate guanylate cyclase.","ANP/BNP cause vasodilation, natriuresis, and RAAS inhibition via particulate guanylate cyclase.","Correct answer: D — Vasodilatation. ANP/BNP cause vasodilation, natriuresis, and RAAS inhibition via particulate guanylate cyclase. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure physiology
334,MCQ,"29-year-old woman 3 months after hip replacement has tachycardia, tachypnea, clear chest, and normal chest X-ray. Best next diagnostic step?",D-dimer,CTPA,Echocardiogram,Troponin,BNP,,B,B — CTPA,"With high suspicion for PE after recent surgery, definitive imaging with CTPA is appropriate.","With high suspicion for PE after recent surgery, definitive imaging with CTPA is appropriate.","Correct answer: B — CTPA. With high suspicion for PE after recent surgery, definitive imaging with CTPA is appropriate. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pulmonary embolism
335,MCQ,Which substance causes vasodilation and reduces cardiac preload and afterload?,Aldosterone,Endothelin-1,B-type natriuretic peptide,Angiotensin II,,,C,C — B-type natriuretic peptide,"BNP promotes vasodilation, natriuresis, and diuresis, reducing preload and afterload.","BNP promotes vasodilation, natriuresis, and diuresis, reducing preload and afterload.","Correct answer: C — B-type natriuretic peptide. BNP promotes vasodilation, natriuresis, and diuresis, reducing preload and afterload. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure physiology
336,MCQ,"52-year-old with symptomatic HOCM on maximally tolerated metoprolol, resting LVOT gradient 60 mmHg (90 with Valsalva). Best medication addition?",Verapamil,Lisinopril,Disopyramide,Furosemide,Increase metoprolol further,,C,C — Disopyramide,Disopyramide is the preferred next medical option in symptomatic obstructive HCM despite beta-blocker therapy.,Disopyramide is the preferred next medical option in symptomatic obstructive HCM despite beta-blocker therapy.,"Correct answer: C — Disopyramide. Disopyramide is the preferred next medical option in symptomatic obstructive HCM despite beta-blocker therapy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",HCM
337,MCQ,Best test to monitor the effectiveness and safety of warfarin therapy?,aPTT,Anti-Xa level,INR,Platelet count,,,C,C — INR,"Warfarin prolongs PT, standardized as the INR.","Warfarin prolongs PT, standardized as the INR.","Correct answer: C — INR. Warfarin prolongs PT, standardized as the INR. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Anticoagulation
338,MCQ,Which is most likely to be present in a patient with Tetralogy of Fallot?,Left-sided aortic arch,Right-sided aortic arch,Patent ductus arteriosus,Persistent left superior vena cava,,,B,B — Right-sided aortic arch,A right-sided aortic arch occurs in about one-quarter of TOF patients.,A right-sided aortic arch occurs in about one-quarter of TOF patients.,"Correct answer: B — Right-sided aortic arch. A right-sided aortic arch occurs in about one-quarter of TOF patients. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
339,MCQ,"School-aged boy with systolic murmur, suprasternal thrill, stronger right brachial pulse than left, and higher right-arm BP. Most likely diagnosis?",Valvular aortic stenosis,Supravalvular aortic stenosis,Subvalvular aortic stenosis,Ventricular septal defect,,,B,B — Supravalvular aortic stenosis,Preferential flow into the brachiocephalic artery in supravalvular AS produces right-greater-than-left brachial pulse and BP.,Preferential flow into the brachiocephalic artery in supravalvular AS produces right-greater-than-left brachial pulse and BP.,"Correct answer: B — Supravalvular aortic stenosis. Preferential flow into the brachiocephalic artery in supravalvular AS produces right-greater-than-left brachial pulse and BP. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Congenital
340,MCQ,Patient has findings of combined severe aortic stenosis and aortic regurgitation. Which pulse is most likely present?,Pulsus parvus et tardus,Bisferiens pulse,Pulsus alternans,Pulsus paradoxus,Collapsing pulse,,B,B — Bisferiens pulse,Combined severe AS and AR classically produce a bisferiens pulse.,Combined severe AS and AR classically produce a bisferiens pulse.,"Correct answer: B — Bisferiens pulse. Combined severe AS and AR classically produce a bisferiens pulse. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Valvular
341,MCQ,LDL cholesterol 200 mg/dL and first-line lipid-lowering medication is started. What is its main mechanism?,Inhibition of intestinal cholesterol absorption,Inhibition of HMG-CoA reductase,Inhibition of PCSK9,Activation of lipoprotein lipase,,,B,B — Inhibition of HMG-CoA reductase,"First-line therapy is a statin, which inhibits HMG-CoA reductase.","First-line therapy is a statin, which inhibits HMG-CoA reductase.","Correct answer: B — Inhibition of HMG-CoA reductase. First-line therapy is a statin, which inhibits HMG-CoA reductase. In lipid questions, link the biochemical abnormality to the lipoprotein pathway and the classic clinical or laboratory pattern. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Lipid disorders
342,MCQ,"72-year-old on metoprolol, diltiazem, amiodarone, and digoxin develops diffuse interstitial pulmonary fibrosis. Which medication is most likely responsible?",Metoprolol,Diltiazem,Amiodarone,Digoxin,,,C,C — Amiodarone,Amiodarone can cause dose-dependent interstitial pneumonitis and pulmonary fibrosis.,Amiodarone can cause dose-dependent interstitial pneumonitis and pulmonary fibrosis.,"Correct answer: C — Amiodarone. Amiodarone can cause dose-dependent interstitial pneumonitis and pulmonary fibrosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
343,MCQ,CKD patient with decompensated HF on aggressive IV diuresis develops hearing loss and tinnitus. Which drug is most likely responsible?,Lisinopril,Metoprolol,Spironolactone,Bumetanide,Hydralazine,,D,D — Bumetanide,"Loop diuretics such as bumetanide can cause ototoxicity, especially with renal impairment and IV use.","Loop diuretics such as bumetanide can cause ototoxicity, especially with renal impairment and IV use.","Correct answer: D — Bumetanide. Loop diuretics such as bumetanide can cause ototoxicity, especially with renal impairment and IV use. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
344,MCQ,"In aortic atherosclerosis, plaque stability and propensity for acute complications depend chiefly on which component?",Lipid core,Fibrous cap,Medial layer,Calcified deposits,Adventitia,,B,B — Fibrous cap,The fibrous cap is the critical barrier between thrombogenic lipid core and bloodstream; thinning or rupture leads to ACS.,The fibrous cap is the critical barrier between thrombogenic lipid core and bloodstream; thinning or rupture leads to ACS.,"Correct answer: B — Fibrous cap. The fibrous cap is the critical barrier between thrombogenic lipid core and bloodstream; thinning or rupture leads to ACS. In pathology questions, focus on the hallmark histology and the time course described rather than on nonspecific distractors. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.",Pathology
345,MCQ,Key molecular mechanism contributing to myocardial injury during ischemia-reperfusion after cardiac arrest?,Enhanced ATP production,Decreased ROS formation,Excessive intracellular cytosolic calcium accumulation,Rapid extrusion of intracellular sodium,Increased nitric oxide synthesis,,C,C — Excessive intracellular cytosolic calcium accumulation,Calcium overload is a central mechanism of reperfusion injury and post-arrest myocardial dysfunction.,Calcium overload is a central mechanism of reperfusion injury and post-arrest myocardial dysfunction.,"Correct answer: C — Excessive intracellular cytosolic calcium accumulation. Calcium overload is a central mechanism of reperfusion injury and post-arrest myocardial dysfunction. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pathophysiology
346,MCQ,Aorta arises from a chamber with coarse trabeculations and a moderator band. What chamber is it morphologically?,Morphological left ventricle,Morphological right ventricle,Left atrium,Right atrium,Common ventricle,,B,B — Morphological right ventricle,The moderator band and coarse trabeculations identify the morphological right ventricle.,The moderator band and coarse trabeculations identify the morphological right ventricle.,"Correct answer: B — Morphological right ventricle. The moderator band and coarse trabeculations identify the morphological right ventricle. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital anatomy
347,MCQ,"Marker curves after acute MI: Curve A rises earliest and falls within about 24 hours; curve B peaks highest and lasts 5–7 days; curve C peaks around 24 hours and normalizes by days 3–4. What do A, B, and C represent?",Myoglobin; Troponin I/T; CK-MB,CK-MB; Troponin I/T; Myoglobin,Myoglobin; CK-MB; Troponin I/T,CK-MB; Myoglobin; Troponin I/T,,,A,A — Myoglobin; Troponin I/T; CK-MB,"Curve A is myoglobin, B is troponin, and C is CK-MB.","Curve A is myoglobin, B is troponin, and C is CK-MB.","Correct answer: A — Myoglobin; Troponin I/T; CK-MB. Curve A is myoglobin, B is troponin, and C is CK-MB. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Biomarkers
