question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
511,MCQ,"59-year-old man with bicuspid aortic valve, fever, lethargy, and concern for infective endocarditis. What is the next step of management?",Treat UTI with different antibiotics than those used previously,Arrange a transthoracic echocardiogram (TTE),Arrange a transoesophageal echocardiogram (TOE) as aortic valve vegetations are poorly visualized on TTE,Repeat urine culture,Arrange cardiac MRI to rule out endocarditis,,B,B — Arrange a transthoracic echocardiogram (TTE),TTE is first-line imaging in suspected infective endocarditis; TOE is used if TTE is non-diagnostic and suspicion remains high.,TTE is first-line imaging in suspected infective endocarditis; TOE is used if TTE is non-diagnostic and suspicion remains high.,"Correct answer: B — Arrange a transthoracic echocardiogram (TTE). TTE is first-line imaging in suspected infective endocarditis; TOE is used if TTE is non-diagnostic and suspicion remains high. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Endocarditis
512,MCQ,Which imaging test may be most appropriate for a hemodynamically unstable patient suspected of having an abdominal aortic aneurysm?,Abdominal ultrasonography,CT,Magnetic resonance angiography,Plain abdominal x-ray,,,A,A — Abdominal ultrasonography,Bedside abdominal ultrasound is rapid and practical in unstable patients.,Bedside abdominal ultrasound is rapid and practical in unstable patients.,"Correct answer: A — Abdominal ultrasonography. Bedside abdominal ultrasound is rapid and practical in unstable patients. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Vascular imaging
513,MCQ,"57-year-old woman with heart failure (EF 42%), renal dysfunction, hyperkalemia, and intolerance to ACE inhibitors/spironolactone. What would you do next?",Add hydralazine and isosorbide dinitrate (H-ISDN),Add candesartan,Add eplerenone,Add furosemide,Add ivabradine,,A,A — Add hydralazine and isosorbide dinitrate (H-ISDN),Hydralazine–isosorbide dinitrate is an alternative when ACEI/ARB/MRA therapy is not tolerated or contraindicated.,Hydralazine–isosorbide dinitrate is an alternative when ACEI/ARB/MRA therapy is not tolerated or contraindicated.,"Correct answer: A — Add hydralazine and isosorbide dinitrate (H-ISDN). Hydralazine–isosorbide dinitrate is an alternative when ACEI/ARB/MRA therapy is not tolerated or contraindicated. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart failure
514,MCQ,Which one of the following best describes the actions of ACE?,Promotes the degradation of angiotensin II,Directly stimulates the synthesis of aldosterone,Stimulates the production of norepinephrine,Converts angiotensin I to angiotensin II,All of the above,,D,D — Converts angiotensin I to angiotensin II,ACE converts angiotensin I to angiotensin II.,ACE converts angiotensin I to angiotensin II.,"Correct answer: D — Converts angiotensin I to angiotensin II. ACE converts angiotensin I to angiotensin II. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Renin-angiotensin system
515,MCQ,"40-year-old man with known HCM has severe breathlessness despite bisoprolol, septal thickness 20 mm, and resting LVOT gradient 60 mmHg. Most appropriate management?",Dual-chamber pacing,ICD implantation,Referral for exercise stress echocardiography to assess for arrhythmia and increase in LVOT gradient,Change from bisoprolol to verapamil,Referral to a specialist center for septal ablation,,E,E — Referral to a specialist center for septal ablation,Symptomatic obstructive HCM with LVOT gradient ≥50 mmHg despite medical therapy warrants specialist consideration of septal reduction therapy.,Symptomatic obstructive HCM with LVOT gradient ≥50 mmHg despite medical therapy warrants specialist consideration of septal reduction therapy.,"Correct answer: E — Referral to a specialist center for septal ablation. Symptomatic obstructive HCM with LVOT gradient ≥50 mmHg despite medical therapy warrants specialist consideration of septal reduction therapy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",HCM
516,MCQ,A report states there is A-V and V-A discordance in a patient with stable but symptomatic AV block. What is the underlying diagnosis?,Congenitally corrected transposition of the great arteries (ccTGA),Transposition of the great arteries,An atrioventricular defect with lack of AV valve offset,Truncus arteriosus,None of the above—the term describes a characteristic m-mode pattern of the AV valves in complete heart block,,A,A — Congenitally corrected transposition of the great arteries (ccTGA),Atrioventricular plus ventriculoarterial discordance defines ccTGA.,Atrioventricular plus ventriculoarterial discordance defines ccTGA.,"Correct answer: A — Congenitally corrected transposition of the great arteries (ccTGA). Atrioventricular plus ventriculoarterial discordance defines ccTGA. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital heart disease
517,MCQ,40-year-old smoker with crushing chest pain and transient anteroseptal ST elevation has only a 25% LAD stenosis on angiography. Which intervention most likely reduces future risk of similar episodes?,Placement of a percutaneous drug-eluting coronary artery stent,Placement of a percutaneous non-drug-eluting coronary artery stent,Beginning therapy with an ACE inhibitor,Beginning therapy with a beta-blocker,Beginning therapy with a calcium-channel blocker,,E,E — Beginning therapy with a calcium-channel blocker,This is most consistent with Prinzmetal (vasospastic) angina; calcium-channel blockers reduce coronary spasm.,This is most consistent with Prinzmetal (vasospastic) angina; calcium-channel blockers reduce coronary spasm.,"Correct answer: E — Beginning therapy with a calcium-channel blocker. This is most consistent with Prinzmetal (vasospastic) angina; calcium-channel blockers reduce coronary spasm. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Vasospastic angina
518,MCQ,33-year-old man has moderate RV dilatation on TTE but no right-sided valvular abnormality and no clear septal color flow. Likely differential diagnosis?,ASD,VSD,PFO,Primary respiratory disease with right heart changes,PDA,,A,A — ASD,"An occult ASD, especially sinus venosus ASD, can cause RV volume overload yet be missed on standard TTE.","An occult ASD, especially sinus venosus ASD, can cause RV volume overload yet be missed on standard TTE.","Correct answer: A — ASD. An occult ASD, especially sinus venosus ASD, can cause RV volume overload yet be missed on standard TTE. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital shunts
519,MCQ,Which of the following is NOT an indication for surgical repair of an abdominal aortic aneurysm?,Chronic abdominal pain,Increase in aneurysm size by >0.5 cm within 6 months,Aneurysms <5 cm,Risk of rupture increases to >5–10%/year,,,C,C — Aneurysms <5 cm,Small aneurysms under 5 cm are usually monitored unless other high-risk features are present.,Small aneurysms under 5 cm are usually monitored unless other high-risk features are present.,"Correct answer: C — Aneurysms <5 cm. Small aneurysms under 5 cm are usually monitored unless other high-risk features are present. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Aortic aneurysm
520,MCQ,A 55-year-old male underwent surgery for aortic dissection. What is the appropriate follow-up plan?,No need for follow-up,CT or MRI after 3–6 months,CT or MRI after 1–2 months,CT or MRI after 3–6 years,,,B,B — CT or MRI after 3–6 months,"Post-dissection repair requires imaging surveillance, typically at 3–6 months and then periodically.","Post-dissection repair requires imaging surveillance, typically at 3–6 months and then periodically.","Correct answer: B — CT or MRI after 3–6 months. Post-dissection repair requires imaging surveillance, typically at 3–6 months and then periodically. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Aortic dissection
521,MCQ,40-year-old patient with aortic dissection has BP 70/40 mmHg. What is the immediate treatment?,IV fluids and if needed vasopressors,Inotropic agents,Start with vasopressors,Beta-blockers,,,A,A — IV fluids and if needed vasopressors,Hypotensive dissection requires immediate hemodynamic stabilization with fluids first and vasopressors if needed.,Hypotensive dissection requires immediate hemodynamic stabilization with fluids first and vasopressors if needed.,"Correct answer: A — IV fluids and if needed vasopressors. Hypotensive dissection requires immediate hemodynamic stabilization with fluids first and vasopressors if needed. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Aortic dissection
522,MCQ,50-year-old patient with atrial fibrillation after ACS is compensated and normotensive. What is your advice?,IV beta-blocker (BB),Amiodarone,Digitalis,Calcium channel blocker (CCB),,,A,A — IV beta-blocker (BB),"In hemodynamically stable AF post-ACS, beta-blockers are first-line for acute rate control.","In hemodynamically stable AF post-ACS, beta-blockers are first-line for acute rate control.","Correct answer: A — IV beta-blocker (BB). In hemodynamically stable AF post-ACS, beta-blockers are first-line for acute rate control. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",AF/ACS
523,MCQ,"45-year-old man is diagnosed with myocardial infarction with non-obstructive coronary arteries (MINOCA). Coronary angiography is normal, but the cause is still unclear. What is the next step?",Follow-up,Statins and beta-blockers,Cardiac magnetic resonance (CMR),Carotid Duplex,,,C,C — Cardiac magnetic resonance (CMR),CMR is the gold-standard next investigation to clarify the underlying etiology in MINOCA.,CMR is the gold-standard next investigation to clarify the underlying etiology in MINOCA.,"Correct answer: C — Cardiac magnetic resonance (CMR). CMR is the gold-standard next investigation to clarify the underlying etiology in MINOCA. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",MINOCA
524,MCQ,Which cardiac biomarker is most appropriate for detecting myocardial reinfarction within 48 hours after the initial event?,Troponin,CK-MB,Myoglobin,LDH1,,,B,B — CK-MB,CK-MB normalizes relatively quickly and is more useful than troponin for early reinfarction detection.,CK-MB normalizes relatively quickly and is more useful than troponin for early reinfarction detection.,"Correct answer: B — CK-MB. CK-MB normalizes relatively quickly and is more useful than troponin for early reinfarction detection. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiac biomarkers
525,MCQ,A 44-year-old male presents with acute MI and a history of lymphoma that regressed with medication. What is your next step?,Primary PCI,Medications,Treat after the cure of cancer,Follow-up,,,A,A — Primary PCI,Acute MI requires urgent reperfusion regardless of prior cancer history.,Acute MI requires urgent reperfusion regardless of prior cancer history.,"Correct answer: A — Primary PCI. Acute MI requires urgent reperfusion regardless of prior cancer history. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",STEMI
526,MCQ,A 55-year-old female developed a high-grade AV block that did not resolve 7 days after an acute MI. What is your advice?,Ablation,Permanent pacemaker,Atropine,Stop beta-blockers,,,B,B — Permanent pacemaker,Persistent high-grade AV block after MI is an indication for permanent pacing.,Persistent high-grade AV block after MI is an indication for permanent pacing.,"Correct answer: B — Permanent pacemaker. Persistent high-grade AV block after MI is an indication for permanent pacing. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Post-MI complications
527,MCQ,55-year-old diabetic male with resuscitated cardiac arrest and ECG showing persistent ST elevation. What is your next immediate step?,Immediate angiography and a PPCI strategy,Conservative,Cardiac enzymes are recommended in patients,Medications and follow-up,,,A,A — Immediate angiography and a PPCI strategy,Persistent ST elevation after resuscitated arrest implies ongoing coronary occlusion; urgent angiography/PPCI is required.,Persistent ST elevation after resuscitated arrest implies ongoing coronary occlusion; urgent angiography/PPCI is required.,"Correct answer: A — Immediate angiography and a PPCI strategy. Persistent ST elevation after resuscitated arrest implies ongoing coronary occlusion; urgent angiography/PPCI is required. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiac arrest/STEMI
528,MCQ,"55-year-old man with asthma, CKD, and hypertension presents for BP management (150/95 mmHg). Most appropriate antihypertensive?",Lisinopril,Metoprolol,Losartan,Amlodipine,,,D,D — Amlodipine,Amlodipine is effective and avoids worsening asthma; in this vignette it is preferred.,Amlodipine is effective and avoids worsening asthma; in this vignette it is preferred.,"Correct answer: D — Amlodipine. Amlodipine is effective and avoids worsening asthma; in this vignette it is preferred. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Hypertension
529,MCQ,A patient with severe mitral regurgitation has regurgitant flow 320 mL/s and a pressure gradient across the mitral valve of 100 mmHg. What is the EROA?,0.50 cm²,0.40 cm²,0.45 cm²,0.46 cm²,0.64 cm²,,E,E — 0.64 cm2,"Using Bernoulli, V = √(100/4) = 5 m/s = 500 cm/s; EROA = 320/500 = 0.64 cm².","Using Bernoulli, V = √(100/4) = 5 m/s = 500 cm/s; EROA = 320/500 = 0.64 cm2.","Correct answer: E — 0.64 cm2. Using Bernoulli, V = √(100/4) = 5 m/s = 500 cm/s; EROA = 320/500 = 0.64 cm2. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo calculations
530,MCQ,A 26-year-old patient with palpitations and chest pain has BP 80/60 mmHg and the rhythm strip shown is irregular broad-complex pre-excited AF. What should the initial management be?,IV adenosine,IV amiodarone,IV beta-blocker,IV calcium-channel blocker,Urgent cardioversion,,E,E — Urgent cardioversion,Pre-excited AF with hypotension requires urgent DC cardioversion; AV nodal blockers are contraindicated.,Pre-excited AF with hypotension requires urgent DC cardioversion; AV nodal blockers are contraindicated.,"Correct answer: E — Urgent cardioversion. Pre-excited AF with hypotension requires urgent DC cardioversion; AV nodal blockers are contraindicated. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia emergency
531,MCQ,The ECG shown in the previous figure is diagnostic of which rhythm?,AF with aberrancy,AF with pre-excitation,VT,AVNT—orthodromic,AVNT—antidromic,,B,B — AF with pre-excitation,Irregularly irregular rhythm with variable broad QRS complexes is most consistent with AF with pre-excitation.,Irregularly irregular rhythm with variable broad QRS complexes is most consistent with AF with pre-excitation.,"Correct answer: B — AF with pre-excitation. Irregularly irregular rhythm with variable broad QRS complexes is most consistent with AF with pre-excitation. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
532,MCQ,What is the drug of choice to treat hypertension in a black person with renal disease?,Diuretic,CCB,ACEI or ARB,Beta-blocker,,,C,C — ACEI or ARB,"ACE inhibitors or ARBs are preferred when renal protection is needed, especially with proteinuria.","ACE inhibitors or ARBs are preferred when renal protection is needed, especially with proteinuria.","Correct answer: C — ACEI or ARB. ACE inhibitors or ARBs are preferred when renal protection is needed, especially with proteinuria. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/CKD
533,MCQ,A 37-year-old man with pneumonia and fever has an ECG with a Brugada type 1 pattern. What is the most appropriate management?,He should be referred for primary angioplasty,His temperature may have exacerbated his ECG changes,He should be treated with ajmaline,He needs an ICD,Beta-blockers are indicated,,B,B — His temperature may have exacerbated his ECG changes,Fever can unmask or exacerbate Brugada ECG changes.,Fever can unmask or exacerbate Brugada ECG changes.,"Correct answer: B — His temperature may have exacerbated his ECG changes. Fever can unmask or exacerbate Brugada ECG changes. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Brugada syndrome
534,MCQ,What is the primary mechanism of action of angiotensin-converting enzyme (ACE) inhibitors in lowering blood pressure?,Inhibition of angiotensin II receptor binding,Blockade of aldosterone secretion directly,Inhibition of conversion of angiotensin I to angiotensin II,Stimulation of bradykinin degradation,,,C,C — Inhibition of conversion of angiotensin I to angiotensin II,ACE inhibitors reduce angiotensin II formation and therefore lower vasoconstriction and aldosterone-mediated volume retention.,ACE inhibitors reduce angiotensin II formation and therefore lower vasoconstriction and aldosterone-mediated volume retention.,"Correct answer: C — Inhibition of conversion of angiotensin I to angiotensin II. ACE inhibitors reduce angiotensin II formation and therefore lower vasoconstriction and aldosterone-mediated volume retention. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
535,MCQ,Which one of these drugs does not prolong the QT interval?,Amiodarone,Erythromycin,Carbamazepine,Clozapine,Methadone,,C,C — Carbamazepine,Carbamazepine is not a classic QT-prolonging agent in this list.,Carbamazepine is not a classic QT-prolonging agent in this list.,"Correct answer: C — Carbamazepine. Carbamazepine is not a classic QT-prolonging agent in this list. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
536,MCQ,What does the ICD box plot in the figure show?,An inappropriate shock for AF,Inappropriate ATP for AF,Appropriate shock for VT,Appropriate ATP for VT,Appropriate shock for VF,,D,D — Appropriate ATP for VT,The device detects VT and successfully terminates it with antitachycardia pacing (ATP).,The device detects VT and successfully terminates it with antitachycardia pacing (ATP).,"Correct answer: D — Appropriate ATP for VT. The device detects VT and successfully terminates it with antitachycardia pacing (ATP). Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Device therapy
537,MCQ,An 82-year-old man with ACS has a bedside echo done for a systolic murmur. Calculate the aortic valve area using the continuity equation from the figures.,0.76 cm²,0.80 cm²,0.92 cm²,1.02 cm²,1.08 cm²,,B,B — 0.80 cm2,From the figure: AVA = CSA(LVOT) × VTI(LVOT) / VTI(AV) = 4.82 × 11.6 / 70.22 ≈ 0.80 cm².,From the figure: AVA = CSA(LVOT) × VTI(LVOT) / VTI(AV) = 4.82 × 11.6 / 70.22 ≈ 0.80 cm2.,"Correct answer: B — 0.80 cm2. From the figure: AVA = CSA(LVOT) × VTI(LVOT) / VTI(AV) = 4.82 × 11.6 / 70.22 ≈ 0.80 cm2. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo calculations
538,MCQ,Identify the structure in the RV shown in the echocardiographic image.,Chordae tendineae,Moderator band,Papillary muscle,Right ventricular trabeculations,,,B,B — Moderator band,The moderator band is a characteristic muscular band crossing the RV cavity.,The moderator band is a characteristic muscular band crossing the RV cavity.,"Correct answer: B — Moderator band. The moderator band is a characteristic muscular band crossing the RV cavity. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo anatomy
539,MCQ,What is the primary mechanism of action of beta-blockers in reducing blood pressure and heart rate?,Inhibition of calcium channels in cardiac myocytes,Blockade of beta-adrenergic receptors,Stimulation of alpha-adrenergic receptors,Inhibition of angiotensin-converting enzyme,,,B,B — Blockade of beta-adrenergic receptors,Beta-blockers reduce chronotropy and inotropy by antagonizing beta-adrenergic receptors.,Beta-blockers reduce chronotropy and inotropy by antagonizing beta-adrenergic receptors.,"Correct answer: B — Blockade of beta-adrenergic receptors. Beta-blockers reduce chronotropy and inotropy by antagonizing beta-adrenergic receptors. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
540,MCQ,"Which of the following steps is critical in the platelet aggregation cascade, leading to stable clot formation?",Release of prostacyclin (PGI2) from endothelial cells,Binding of fibrinogen to GPIIb/IIIa receptors,Activation of tissue plasminogen activator (tPA),Conversion of fibrinogen to fibrin by thrombin,,,B,B — Binding of fibrinogen to GPIIb/IIIa receptors,Platelet aggregation depends on fibrinogen cross-linking activated platelets through GPIIb/IIIa.,Platelet aggregation depends on fibrinogen cross-linking activated platelets through GPIIb/IIIa.,Correct answer: B — Binding of fibrinogen to GPIIb/IIIa receptors. Platelet aggregation depends on fibrinogen cross-linking activated platelets through GPIIb/IIIa. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.,Hematology
541,MCQ,"In a cardiac stress test, the maximum predicted heart rate (MHR) is calculated using which formula?",MHR = 200 − age,MHR = 220 − age,MHR = 180 − (0.7 × age),MHR = 220 + age,,,B,B — MHR = 220 − age,The commonly used formula is 220 minus age.,The commonly used formula is 220 minus age.,"Correct answer: B — MHR = 220 − age. The commonly used formula is 220 minus age. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Stress testing
542,MCQ,"78-year-old man with exertional dyspnea, displaced LV impulse, systolic thrill at the base, and harsh mid-systolic murmur radiating to the carotids. Most appropriate next step in management?",Begin captopril,Cardiac catheterization,Increase beta-blocker dosage,Percutaneous balloon aortic valvuloplasty,Start digoxin,,B,B — Cardiac catheterization,The picture suggests severe aortic stenosis; invasive hemodynamic/coronary assessment is the next step.,The picture suggests severe aortic stenosis; invasive hemodynamic/coronary assessment is the next step.,"Correct answer: B — Cardiac catheterization. The picture suggests severe aortic stenosis; invasive hemodynamic/coronary assessment is the next step. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular heart disease
543,MCQ,"Regarding arrhythmias in adult congenital heart disease (ACHD), which statement is not true?",Wolff-Parkinson-White syndrome and accessory-pathway-mediated tachycardia are associated with Ebstein anomaly,The most common arrhythmia facing older adults with congenital heart disease is intra-atrial reentrant tachycardia (IART),The highest incidence of IART is seen in those who have undergone the Mustard or Senning repair for D-TGA or the Fontan procedure for single-ventricle physiology,"In older adults, ventricular tachycardia (VT) is seen in patients with repaired TOF",All of the above,None of the above,F,F — None of the above,"All listed ACHD arrhythmia statements are true, so the correct answer is 'None of the above.'","All listed ACHD arrhythmia statements are true, so the correct answer is 'None of the above.'","Correct answer: F — None of the above. All listed ACHD arrhythmia statements are true, so the correct answer is 'None of the above.'. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Adult congenital heart disease
544,MCQ,Pulsus paradoxus despite tamponade may not be present in which of the following?,ASD,Aortic stenosis,Mitral stenosis,Old age,,,A,A — ASD,ASD can reduce the interventricular dependence required for marked pulsus paradoxus.,ASD can reduce the interventricular dependence required for marked pulsus paradoxus.,"Correct answer: A — ASD. ASD can reduce the interventricular dependence required for marked pulsus paradoxus. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
